Frames,Deflection,time_stamp
3306,4.625,1686761196471300608
3313,-7.375,1686761196797583360
3313,4.625,1686761196798576128
3325,-7.375,1686761197355742720
3325,4.625,1686761197356697600
3326,-7.375,1686761197402325504
3326,4.625,1686761197402325504
3329,-7.375,1686761197546618624
3329,4.625,1686761197547356672
3333,-7.375,1686761197736609536
3333,4.625,1686761197737572352
3336,-7.375,1686761197878771456
3336,4.625,1686761197879769088
3337,-7.375,1686761197927877376
3337,4.625,1686761197928840192
3338,-7.375,1686761197976910848
3338,4.625,1686761197977908736
3350,-7.375,1686761198551860736
3350,4.625,1686761198553855488
3351,-7.375,1686761198598211072
3351,4.625,1686761198598211072
3352,-7.375,1686761198644853760
3352,4.625,1686761198645817856
3353,-7.375,1686761198693202176
3353,7.625,1686761198693202176
3355,-9.375,1686761198790049280
3355,3.625,1686761198791016448
